MOVIE_NM,OPEN_DT,GENRE_NM,SP_LANG,GENRE_NM_sorted,SP_LANG_sorted
차이나타운,2015-04-29,범죄/드라마,ko,드라마/범죄,ko
스윙키즈,2018-12-19,드라마,en/zh/ko,드라마,en/ko/zh
부라더,2017-11-02,코미디,ko,코미디,ko
해무,2014-08-13,드라마,ko,드라마,ko
브레이킹던part1,2011-11-30,드라마/판타지/멜로/로맨스,en/pt,드라마/로맨스/멜로/판타지,en/pt
새미의어드벤쳐2,2012-08-01,애니메이션/어드벤처,,애니메이션/어드벤처,
위대한개츠비,2013-05-16,드라마/멜로/로맨스,en,드라마/로맨스/멜로,en
인간중독,2014-05-14,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
다이하드굿데이투다이,2013-02-06,액션/범죄/스릴러,en/ru,범죄/스릴러/액션,en/ru
나의특별한형제,2019-05-01,드라마/코미디,ko,드라마/코미디,ko
탐정홍길동사라진마을,2016-05-04,드라마/액션,ko,드라마/액션,ko
런닝맨,2013-04-04,액션/코미디,ko,액션/코미디,ko
구르믈버서난달처럼,2010-04-28,사극/액션,ko,사극/액션,ko
위대한쇼맨,2017-12-20,드라마/뮤지컬,fr/en,드라마/뮤지컬,en/fr
벤허,2016-09-14,어드벤처/드라마,en,드라마/어드벤처,en
말레피센트,2014-05-29,액션/어드벤처/드라마,en,드라마/액션/어드벤처,en
라스트에어벤더,2010-08-19,액션/가족/판타지/어드벤처,en,가족/액션/어드벤처/판타지,en
기억의밤,2017-11-29,미스터리/스릴러,ko,미스터리/스릴러,ko
골든슬럼버,2018-02-14,범죄/드라마,ko,드라마/범죄,ko
램페이지,2018-04-12,액션,,액션,
해피데스데이,2017-11-08,공포(호러)/미스터리/스릴러,en,공포(호러)/미스터리/스릴러,en
폼페이최후의날,2014-02-20,액션/어드벤처/드라마,en,드라마/액션/어드벤처,en
브이아이피,2017-08-23,범죄/드라마,ko,드라마/범죄,ko
특별시민,2017-04-26,드라마,ko,드라마,ko
퓨리,2014-11-20,액션/드라마/전쟁,en,드라마/액션/전쟁,en
차형사,2012-05-30,코미디/액션,ko,액션/코미디,ko
은교,2012-04-25,멜로/로맨스,ko,로맨스/멜로,ko
궁합,2018-02-28,코미디/드라마,ko,드라마/코미디,ko
신들의전쟁,2011-11-10,드라마/액션/판타지,,드라마/액션/판타지,
오션스8,2018-06-13,액션/범죄,en,범죄/액션,en
미스터고,2013-07-17,코미디/드라마,ko,드라마/코미디,ko
굿다이노,2016-01-07,애니메이션/어드벤처/코미디,en,애니메이션/어드벤처/코미디,en
드라큘라전설의시작,2014-10-08,판타지/액션,,액션/판타지,
사라진밤,2018-03-07,스릴러,ko,스릴러,ko
가디언즈오브갤럭시,2014-07-31,액션/어드벤처/SF,en,SF/액션/어드벤처,en
간첩,2012-09-20,드라마/코미디/액션,ko,드라마/액션/코미디,ko
월드인베이젼,2011-03-10,SF/액션,,SF/액션,
에이리언커버넌트,2017-05-09,SF/스릴러,en,SF/스릴러,en
장산범,2017-08-17,미스터리/스릴러,ko,미스터리/스릴러,ko
셜록유령신부,2016-01-02,범죄/드라마,en,드라마/범죄,en
소스코드,2011-05-04,액션/SF/스릴러,en,SF/스릴러/액션,en
간기남,2012-04-11,코미디/스릴러,ko,스릴러/코미디,ko
기생충,2019-05-30,드라마,en/ko,드라마,en/ko
육혈포강도단,2010-03-18,코미디/드라마/액션,ko,드라마/액션/코미디,ko
메리다와마법의숲,2012-09-27,애니메이션,en,애니메이션,en
심야의fm,2010-10-14,스릴러/범죄,ko,범죄/스릴러,ko
특별수사사형수의편지,2016-06-16,범죄/드라마,ko,드라마/범죄,ko
찌라시위험한소문,2014-02-20,범죄/드라마,ko,드라마/범죄,ko
토탈리콜,2012-08-15,SF/액션,,SF/액션,
결혼전야,2013-11-21,멜로/로맨스/코미디,ko,로맨스/멜로/코미디,ko
레지던트이블4끝나지않은전쟁3d,2010-09-16,공포(호러)/스릴러/액션,,공포(호러)/스릴러/액션,
엘리시움,2013-08-29,SF/액션,en,SF/액션,en
악녀,2017-06-08,액션,ko,액션,ko
깡철이,2013-10-02,드라마/액션/가족,ko,가족/드라마/액션,ko
시간이탈자,2016-04-13,스릴러,ko,스릴러,ko
r2b리턴투베이스,2012-08-15,액션/드라마,,드라마/액션,
해빙,2017-03-01,스릴러,ko,스릴러,ko
더웹툰예고살인,2013-06-27,공포(호러)/스릴러,ko,공포(호러)/스릴러,ko
생일,2019-04-03,드라마,ko,드라마,ko
바람바람바람,2018-04-05,코미디,ko,코미디,ko
나니아연대기새벽출정호의항해,2010-12-08,판타지/가족/어드벤처,en,가족/어드벤처/판타지,en
빅매치,2014-11-27,액션,ko,액션,ko
웜바디스,2013-03-14,멜로/로맨스/액션,,로맨스/멜로/액션,
당신거기있어줄래요,2016-12-14,판타지/드라마,ko,드라마/판타지,ko
동주,2016-02-17,드라마,ko,드라마,ko
돈의맛,2012-05-17,드라마,ko,드라마,ko
워크래프트전쟁의서막,2016-06-09,액션/어드벤처/판타지,en,액션/어드벤처/판타지,en
장수상회,2015-04-09,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
가문의영광5가문의귀환,2012-12-19,코미디,ko,코미디,ko
슬로우비디오,2014-10-02,드라마/코미디,ko,드라마/코미디,ko
스타트렉비욘드,2016-08-17,액션/SF,en,SF/액션,en
항거유관순이야기,2019-02-27,드라마,ko,드라마,ko
미씽사라진여자,2016-11-30,미스터리,zh/ko,미스터리,ko/zh
잃어버린세계를찾아서2신비의섬,2012-01-19,액션/어드벤처,en,액션/어드벤처,en
용서는없다,2010-01-07,범죄/스릴러,ko,범죄/스릴러,ko
고령화가족,2013-05-09,드라마/코미디,ko,드라마/코미디,ko
김종욱찾기,2010-12-08,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
하루,2017-06-15,스릴러,ko,스릴러,ko
헝거게임캣칭파이어,2013-11-21,판타지/액션,en,액션/판타지,en
챔피언,2018-05-01,드라마,en/ko,드라마,en/ko
성난변호사,2015-10-08,범죄/액션,ko,범죄/액션,ko
특수본,2011-11-24,액션/범죄,ko,범죄/액션,ko
라이트아웃,2016-08-24,공포(호러),en,공포(호러),en
회사원,2012-10-11,액션/드라마,ko,드라마/액션,ko
간신,2015-05-21,사극,ko,사극,ko
박물관이살아있다비밀의무덤,2015-01-14,어드벤처/코미디/가족,en,가족/어드벤처/코미디,en
베스트셀러,2010-04-15,미스터리/스릴러/드라마,ko,드라마/미스터리/스릴러,ko
마루밑아리에티,2010-09-09,애니메이션,ja,애니메이션,ja
퍼시픽림업라이징,2018-03-21,액션/어드벤처/SF,,SF/액션/어드벤처,
가디언즈,2012-11-29,애니메이션/어드벤처,,애니메이션/어드벤처,
더울버린,2013-07-25,액션/SF,en,SF/액션,en
몬스터호텔3,2018-08-08,애니메이션/코미디/가족/판타지,,가족/애니메이션/코미디/판타지,
오빠생각,2016-01-21,드라마/전쟁,ko,드라마/전쟁,ko
날보러와요,2016-04-07,미스터리/스릴러,ko,미스터리/스릴러,ko
수상한고객들,2011-04-14,코미디/드라마,ko,드라마/코미디,ko
그놈이다,2015-10-28,스릴러,ko,스릴러,ko
동창생,2013-11-06,액션/드라마,ko,드라마/액션,ko
슈퍼배드,2010-09-16,애니메이션/가족,en,가족/애니메이션,en
점박이한반도의공룡3d,2012-01-26,애니메이션/어드벤처/액션,fr/en/ko,애니메이션/액션/어드벤처,en/fr/ko
파괴된사나이,2010-07-01,드라마/스릴러,ko,드라마/스릴러,ko
지오스톰,2017-10-19,액션/SF/스릴러,,SF/스릴러/액션,
오직그대만,2011-10-20,멜로/로맨스,ko,로맨스/멜로,ko
개구쟁이스머프,2011-08-11,애니메이션,en,애니메이션,en
로그원스타워즈스토리,2016-12-28,액션/어드벤처/판타지/SF,en,SF/액션/어드벤처/판타지,en
본레거시,2012-09-06,액션/스릴러,en/ru,스릴러/액션,en/ru
더넌,2018-09-19,공포(호러),la/fr/en/ro,공포(호러),en/fr/la/ro
심장이뛴다,2011-01-05,드라마,ko,드라마,ko
셔터아일랜드,2010-03-18,드라마/미스터리/스릴러,en/de,드라마/미스터리/스릴러,de/en
라푼젤,2011-02-10,애니메이션/코미디/멜로/로맨스/가족,en,가족/로맨스/멜로/애니메이션/코미디,en
스카이스크래퍼,2018-07-11,액션/스릴러,cn/zh/en,스릴러/액션,cn/en/zh
맨인더다크,2016-10-05,스릴러,en,스릴러,en
염력,2018-01-31,드라마/코미디,ko,드라마/코미디,ko
방가방가,2010-09-30,코미디/드라마,ko,드라마/코미디,ko
방황하는칼날,2014-04-10,범죄/스릴러,ko,범죄/스릴러,ko
시체가돌아왔다,2012-03-29,범죄/드라마,ko,드라마/범죄,ko
미쓰와이프,2015-08-13,코미디,ko,코미디,ko
파퍼씨네펭귄들,2011-09-07,코미디,,코미디,
로보캅,2014-02-13,액션/SF,en,SF/액션,en
원더풀라디오,2012-01-05,드라마/멜로/로맨스,ko,드라마/로맨스/멜로,ko
돈크라이마미,2012-11-22,스릴러/드라마,ko,드라마/스릴러,ko
에픽숲속의전설,2013-08-07,애니메이션/어드벤처,en,애니메이션/어드벤처,en
고산자대동여지도,2016-09-07,사극,ko,사극,ko
우리는형제입니다,2014-10-23,코미디/드라마,ko,드라마/코미디,ko
프로메테우스,2012-06-06,SF/스릴러,gd/en,SF/스릴러,en/gd
전국노래자랑,2013-05-01,코미디/드라마,ko,드라마/코미디,ko
스타워즈라스트제다이,2017-12-14,액션/어드벤처/판타지/SF,en,SF/액션/어드벤처/판타지,en
잭더자이언트킬러,2013-02-28,판타지/드라마/어드벤처,,드라마/어드벤처/판타지,
허삼관,2015-01-14,드라마,ko,드라마,ko
스텝업4레볼루션,2012-08-15,멜로/로맨스,,로맨스/멜로,
불한당나쁜놈들의세상,2017-05-17,범죄/액션/드라마,ko,드라마/범죄/액션,ko
새미의어드벤쳐,2010-12-15,애니메이션/어드벤처,,애니메이션/어드벤처,
월터의상상은현실이된다,2013-12-31,어드벤처/코미디/드라마,en,드라마/어드벤처/코미디,en
크루즈패밀리,2013-05-16,애니메이션/가족/코미디,en,가족/애니메이션/코미디,en
미비포유,2016-06-01,멜로/로맨스/드라마,en,드라마/로맨스/멜로,en
평행이론,2010-02-18,스릴러/액션/드라마/미스터리,ko,드라마/미스터리/스릴러/액션,ko
어스,2019-03-27,공포(호러)/스릴러,en,공포(호러)/스릴러,en
뽀로로극장판슈퍼썰매대모험,2013-01-23,애니메이션,ko,애니메이션,ko
애나벨,2014-10-02,공포(호러),en,공포(호러),en
슈퍼배드2,2013-09-12,애니메이션,en,애니메이션,en
매그니피센트7,2016-09-14,액션/서부극(웨스턴),en,서부극(웨스턴)/액션,en
갓오브이집트,2016-03-03,어드벤처/판타지,en,어드벤처/판타지,en
주먹왕랄프,2012-12-19,애니메이션,,애니메이션,
투어리스트,2010-12-09,드라마/스릴러,en/fr/it/ru/es,드라마/스릴러,en/es/fr/it/ru
썬더와마법저택,2013-12-24,애니메이션/어드벤처/가족,de/fr/en,가족/애니메이션/어드벤처,de/en/fr
월요일이사라졌다,2018-02-22,액션/어드벤처/범죄,en,범죄/액션/어드벤처,en
점쟁이들,2012-10-03,코미디/공포(호러),ko,공포(호러)/코미디,ko
인랑,2018-07-25,SF/액션,ko,SF/액션,ko
타이탄의분노,2012-03-29,액션/판타지,,액션/판타지,
그것,2017-09-06,공포(호러)/드라마,en,공포(호러)/드라마,en
몬스터호텔,2013-01-17,애니메이션/가족,en,가족/애니메이션,en
메가마인드,2011-01-13,애니메이션,en,애니메이션,en
극장판헬로카봇백악기시대,2018-08-01,애니메이션,ko,애니메이션,ko
디스민즈워,2012-02-29,액션/코미디/멜로/로맨스,,로맨스/멜로/액션/코미디,
스카이라인,2010-11-24,액션/스릴러/SF,es/en,SF/스릴러/액션,en/es
고두번째이야기교생실습,2010-07-28,공포(호러)/스릴러,,공포(호러)/스릴러,
열한시,2013-11-28,스릴러,ko,스릴러,ko
몬스터대학교,2013-09-12,애니메이션,en,애니메이션,en
개구쟁이스머프2,2013-08-01,애니메이션/코미디/가족,en,가족/애니메이션/코미디,en
미확인동영상절대클릭금지,2012-05-30,공포(호러),ko,공포(호러),ko
오리엔트특급살인,2017-11-29,드라마/미스터리/범죄,en,드라마/미스터리/범죄,en
레전드오브타잔,2016-06-29,액션/어드벤처,en,액션/어드벤처,en
살인의뢰,2015-03-12,범죄/스릴러,ko,범죄/스릴러,ko
헝거게임모킹제이,2014-11-20,어드벤처/SF/스릴러,en,SF/스릴러/어드벤처,en
좋아해줘,2016-02-17,멜로/로맨스/코미디,ko,로맨스/멜로/코미디,ko
만추,2011-02-17,멜로/로맨스,en/zh/ko,로맨스/멜로,en/ko/zh
대립군,2017-05-31,드라마/사극,ko,드라마/사극,ko
존카터바숨전쟁의서막,2012-03-08,SF/액션,,SF/액션,
체포왕,2011-05-04,코미디/액션,ko,액션/코미디,ko
손님,2015-07-09,판타지/공포(호러),ko,공포(호러)/판타지,ko
인시디어스3,2015-07-09,공포(호러),,공포(호러),
뽀로로극장판공룡섬대모험,2017-12-07,애니메이션,en/ko,애니메이션,en/ko
남쪽으로튀어,2013-02-06,코미디/드라마,ko,드라마/코미디,ko
베이비드라이버,2017-09-14,액션/범죄/스릴러,en,범죄/스릴러/액션,en
브리짓존스의베이비,2016-09-28,코미디/멜로/로맨스,en,로맨스/멜로/코미디,en
틴틴유니콘호의비밀,2011-12-07,애니메이션/가족/어드벤처,en,가족/애니메이션/어드벤처,en
하트오브더씨,2015-12-03,액션/어드벤처/드라마,en,드라마/액션/어드벤처,en
헝거게임더파이널,2015-11-18,액션/어드벤처,en,액션/어드벤처,en
킹스스피치,2011-03-17,드라마,,드라마,
하늘에서음식이내린다면2,2013-11-21,애니메이션/코미디/가족,en,가족/애니메이션/코미디,en
카트,2014-11-13,드라마,ko,드라마,ko
a특공대,2010-06-10,액션,,액션,
화이트저주의멜로디,2011-06-09,공포(호러),ko,공포(호러),ko
상의원,2014-12-24,사극/드라마,ko,드라마/사극,ko
잭리처,2013-01-17,액션,en,액션,en
관능의법칙,2014-02-13,드라마/코미디,ko,드라마/코미디,ko
그랜드부다페스트호텔,2014-03-20,미스터리/어드벤처,en/fr,미스터리/어드벤처,en/fr
푸른소금,2011-08-31,액션/드라마/멜로/로맨스,ko,드라마/로맨스/멜로/액션,ko
나는왕이로소이다,2012-08-08,사극/코미디,ko,사극/코미디,ko
상류사회,2018-08-29,드라마,ko,드라마,ko
레슬러,2018-05-09,드라마/코미디,ko,드라마/코미디,ko
토르마법망치의전설,2012-02-09,애니메이션/어드벤처,is/en/de,애니메이션/어드벤처,de/en/is
레지던트이블파멸의날,2017-01-25,액션/공포(호러)/SF/스릴러,en,SF/공포(호러)/스릴러/액션,en
공각기동대고스트인더쉘,2017-03-29,SF/범죄/액션,ja/en,SF/범죄/액션,en/ja
뽀로로극장판보물섬대모험,2019-04-25,애니메이션/가족,ko,가족/애니메이션,ko
리오2,2014-05-01,애니메이션/코미디/어드벤처,en/pt,애니메이션/어드벤처/코미디,en/pt
스플릿,2016-11-09,드라마,ko,드라마,ko
안녕헤이즐,2014-08-13,드라마/멜로/로맨스,en,드라마/로맨스/멜로,en
주유소습격사건2,2010-01-21,액션/코미디,ko,액션/코미디,ko
런던해즈폴른,2016-03-10,액션/범죄/스릴러,en,범죄/스릴러/액션,en
더파이브,2013-11-14,스릴러/드라마,ko,드라마/스릴러,ko
스파이더맨뉴유니버스,2018-12-12,애니메이션/액션/가족,en/es,가족/애니메이션/액션,en/es
물괴,2018-09-12,액션/사극,ko,사극/액션,ko
미쓰백,2018-10-11,드라마,ko,드라마,ko
신데렐라,2015-03-19,멜로/로맨스,es/en,로맨스/멜로,en/es
풍산개,2011-06-23,드라마,ko,드라마,ko
고질라,2014-05-15,액션/SF,en/ja,SF/액션,en/ja
마음이2,2010-07-21,드라마,ko,드라마,ko
국가대표2,2016-08-10,드라마,ko,드라마,ko
내깡패같은애인,2010-05-20,드라마/코미디/멜로/로맨스,ko,드라마/로맨스/멜로/코미디,ko
트랜센던스,2014-05-14,SF/액션/드라마,en,SF/드라마/액션,en
통증,2011-09-07,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
인페르노,2016-10-19,미스터리/스릴러,,미스터리/스릴러,
스텝업3d,2010-08-05,드라마/멜로/로맨스,,드라마/로맨스/멜로,
픽셀,2015-07-16,액션/어드벤처,en,액션/어드벤처,en
앵그리버드더무비,2016-05-19,애니메이션,en,애니메이션,en
신비아파트금빛도깨비와비밀의동굴,2018-07-25,애니메이션/판타지/어드벤처,ko,애니메이션/어드벤처/판타지,ko
트롤,2017-02-16,애니메이션,en,애니메이션,en
고양이죽음을보는두개의눈,2011-07-07,공포(호러),ko,공포(호러),ko
패신저스,2017-01-04,어드벤처/SF,en,SF/어드벤처,en
퍼스트맨,2018-10-18,SF/드라마,en,SF/드라마,en
하늘에서음식이내린다면,2010-02-11,애니메이션/가족,,가족/애니메이션,
삼총사3d,2011-10-12,액션/어드벤처,,액션/어드벤처,
열정같은소리하고있네,2015-11-25,드라마,ko,드라마,ko
아이엠넘버포,2011-02-24,액션/SF,fr/en,SF/액션,en/fr
엔더스게임,2013-12-31,SF/액션/어드벤처,en,SF/액션/어드벤처,en
그날의분위기,2016-01-14,멜로/로맨스,ko,로맨스/멜로,ko
오션스,2010-07-28,다큐멘터리/드라마,,다큐멘터리/드라마,
아빠는딸,2017-04-12,코미디,ko,코미디,ko
사냥,2016-06-29,액션,ko,액션,ko
리오,2011-07-27,애니메이션/어드벤처/코미디,en/pt,애니메이션/어드벤처/코미디,en/pt
명탐정코난침묵의15분,2011-08-03,애니메이션,ja,애니메이션,ja
머니볼,2011-11-17,드라마,en,드라마,en
스노우화이트앤더헌츠맨,2012-05-30,액션/어드벤처/판타지,,액션/어드벤처/판타지,
널기다리며,2016-03-10,스릴러,ko,스릴러,ko
플랜맨,2014-01-09,드라마,ko,드라마,ko
컨택트,2017-02-02,SF/드라마/스릴러,zh/en/ru,SF/드라마/스릴러,en/ru/zh
조선마술사,2015-12-30,드라마,ko,드라마,ko
명탐정코난천공의난파선,2010-07-21,애니메이션/가족,ja,가족/애니메이션,ja
설리허드슨강의기적,2016-09-28,드라마,en,드라마,en
더임파서블,2013-01-17,액션/드라마/스릴러,,드라마/스릴러/액션,
아더크리스마스,2011-11-25,애니메이션/가족,,가족/애니메이션,
