,?MOVIE_NM,OPEN_DT,NATION_NM,COMPANY_NM
1011,스누피더피너츠무비,2015-12-24,미국,이십세기폭스코리아(주)
1012,언니,2019-01-01,한국,(주)제이앤씨미디어그룹/TCO(주)더콘텐츠온
1013,그린호넷,2011-01-27,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
1014,극장판포켓몬스터모두의이야기,2018-12-19,일본,(주)이수C&E
1015,투혼,2011-10-06,한국,(주)시너지하우스 (시너지)/롯데쇼핑㈜롯데엔터테인먼트
1016,무현두도시이야기,2016-10-26,한국,(주)모멘텀엔터테인먼트
1017,언더독,2019-01-16,한국,(주)넥스트엔터테인먼트월드(NEW)
1018,덤앤더머투,2014-11-27,미국,씨네그루(주)다우기술
1019,디어존,2010-03-04,미국,(주)화앤담이엔티
1020,응징자,2013-10-30,한국,(주)인벤트스톤
1021,나미야잡화점의기적,2018-02-28,일본,(주)이수C&E
1022,쥴리의육지대모험,2011-09-08,말레이시아/미국/홍콩,(주)싸이더스
1023,보이후드,2014-10-23,미국,유니버설픽쳐스인터내셔널 코리아(유)
1024,컬러풀웨딩즈,2014-10-16,프랑스,(주)이수C&E
1025,업그레이드,2018-09-06,미국,유니버설픽쳐스인터내셔널 코리아(유)
1026,50가지그림자심연,2017-02-09,미국,유니버설픽쳐스인터내셔널 코리아(유)
1027,글로리데이,2016-03-24,한국,(주)엣나인필름
1028,프리즈너스,2013-10-02,미국,(주)넥스트엔터테인먼트월드(NEW)/판씨네마(주)
1029,런닝맨풀룰루의역습,2018-12-05,한국,(주)넥스트엔터테인먼트월드(NEW)
1030,기생수파트1,2015-02-26,일본,판씨네마(주)
1031,팬,2015-10-08,미국,워너브러더스 코리아(주)
1032,해피피트2,2012-02-02,호주,워너브러더스 코리아(주)
1033,더셰프,2015-11-05,미국,(주)이수C&E
1034,어린의뢰인,2019-05-22,한국,롯데컬처웍스(주)롯데엔터테인먼트
1035,우상,2019-03-20,한국,CGV아트하우스
1036,마이리틀히어로,2013-01-09,한국,씨제이이앤엠(주)
1037,극장판포켓몬스터dp디아루가vs펄기아vs다크라이,2018-06-06,일본,(주)이수C&E
1038,명탐정코난탐정들의진혼가,2014-02-13,일본,씨제이이앤엠(주)
1039,극장판도라에몽진구의보물섬,2018-08-15,일본,(주)이수C&E
1040,바니버디,2011-07-20,미국,유니버설픽쳐스인터내셔널 코리아(유)
1041,유령작가,2010-06-02,독일/영국/프랑스,(주)싸이더스
1042,백악관최후의날,2013-06-05,미국,씨너스엔터테인먼트(주)
1043,해양경찰마르코,2013-02-14,덴마크,(주)인벤트스톤
1044,로마위드러브,2013-04-18,미국/스페인/이탈리아,(주)나이너스엔터테인먼트
1045,127시간,2011-02-17,미국,이십세기폭스코리아(주)
1046,레전드,2015-12-10,영국/프랑스,(주)이수C&E
1047,핵소고지,2017-02-22,미국/호주,판씨네마(주)
1048,아빠가여자를좋아해,2010-01-14,한국,(주)쇼박스
1049,허트로커,2010-04-22,미국,(주)넥스트엔터테인먼트월드(NEW)
1050,문라이트,2017-02-22,미국,CGV아트하우스
1051,유전,2018-06-07,미국,(주)팝엔터테인먼트
1052,명탐정코난은빛날개의마술사,2013-01-24,일본,씨제이이앤엠(주)
1053,더로드,2010-01-07,미국,에스케이텔레콤(주)
1054,채비,2017-11-09,한국,오퍼스픽쳐스(유)
1055,나는내일어제의너와만난다,2017-10-12,일본,(주)디스테이션
1056,톱스타,2013-10-24,한국,롯데쇼핑㈜롯데엔터테인먼트
1057,부활,2016-03-17,미국,유니버설픽쳐스인터내셔널 코리아(유)
1058,업사이드다운,2012-11-08,캐나다/프랑스,롯데쇼핑㈜롯데엔터테인먼트
1059,론서바이버,2014-04-02,미국,유니버설픽쳐스인터내셔널 코리아(유)
1060,어느가족,2018-07-26,일본,(주)티캐스트
1061,발렌타인데이,2010-02-11,미국,워너브러더스 코리아(주)
1062,장난스런키스,2019-03-27,대만,(주)홈초이스/오드
1063,아빠를빌려드립니다,2014-11-20,한국,(주)레드로버/메가박스중앙(주)플러스엠
1064,자전차왕엄복동,2019-02-27,한국,(주)셀트리온엔터테인먼트
1065,조이,2016-03-10,미국,이십세기폭스코리아(주)
1066,더프레데터,2018-09-12,미국,이십세기폭스코리아(주)
1067,예수는역사다,2017-07-13,미국,(재)CBS
1068,19곰테드2,2015-06-25,미국,유니버설픽쳐스인터내셔널 코리아(유)
1069,그랑프리,2010-09-16,한국,(주)싸이더스
1070,대배우,2016-03-30,한국,(주)대명문화공장/(주)리틀빅픽쳐스
1071,매직브러시,2016-05-04,중국,(주)영화사 빅
1072,라스트베가스,2014-05-08,미국,(주)나이너스엔터테인먼트
1073,렛미인,2010-11-18,미국/영국,롯데쇼핑㈜롯데엔터테인먼트
1074,노리개,2013-04-18,한국,(주)인벤트스톤
1075,나는아빠다,2011-04-14,한국,롯데쇼핑㈜롯데엔터테인먼트
1076,비밀애,2010-03-25,한국,(주)시너지하우스 (시너지)
1077,극장판도라에몽진구의남극꽁꽁대모험,2017-08-10,일본,(주)넥스트엔터테인먼트월드(NEW)
1078,극장판도라에몽진구의아프리카모험베코와5인의탐험대,2014-09-04,일본,(주)이수C&E
1079,극장판도라에몽진구와기적의섬애니멀어드벤처,2012-07-25,일본,롯데쇼핑㈜롯데엔터테인먼트
1080,스플라이스,2010-07-01,캐나다,(주)화천공사
1081,킬러엘리트,2011-09-22,미국,에스케이텔레콤(주)
1082,김복남살인사건의전말,2010-09-02,한국,(주)스폰지이엔티
1083,세이프하우스,2012-02-29,남아프리카공화국/미국,유니버설픽쳐스인터내셔널 코리아(유)
1084,무법자,2010-03-18,한국,(주)넥스트엔터테인먼트월드(NEW)
1085,다크아워,2012-01-05,미국,이십세기폭스코리아(주)
1086,더페이버릿여왕의여자,2019-02-21,미국,이십세기폭스코리아(주)
1087,아메리칸울트라,2015-08-27,미국,씨제이이앤엠(주)
1088,트랜스포터리퓰드,2015-10-15,중국/프랑스,씨네그루(주)다우기술
1089,빅,2016-07-27,미국/인도,(주)이수C&E
1090,더큐어,2017-02-15,독일/미국,이십세기폭스코리아(주)
1091,더자이언트,2013-02-21,미국/태국,(주)마인스 엔터테인먼트
1092,회복,2010-01-14,이스라엘/한국,(주)스폰지이엔티
1093,극장판요괴워치섀도사이드도깨비왕의부활,2018-09-20,일본,씨제이이앤엠(주)
1094,어브덕션,2011-09-29,미국,필라멘트픽쳐스
1095,써커펀치,2011-04-07,미국,워너브러더스 코리아(주)
1096,빨간모자의진실2,2011-07-13,미국,(주)화앤담이엔티
1097,아메리칸허슬,2014-02-20,미국,(주)누리픽쳐스
1098,아토믹블론드,2017-08-30,미국,씨네그루(주)키다리이엔티
1099,레고닌자고무비,2017-09-28,미국,워너브러더스 코리아(주)
1100,최강전사미니특공대새로운악당의습격,2015-02-05,한국,에이원엔터테인먼트
1101,크레이지리치아시안,2018-10-25,미국,워너브러더스 코리아(주)
1102,킥애스영웅의탄생,2010-04-22,미국/영국,롯데쇼핑㈜롯데엔터테인먼트
1103,폴리스스토리2014,2014-01-29,중국,유니버설픽쳐스인터내셔널 코리아(유)
1104,더레이븐,2012-07-05,미국/스페인/헝가리,롯데쇼핑㈜롯데엔터테인먼트
1105,시카리오암살자의도시,2015-12-03,미국,롯데쇼핑㈜롯데엔터테인먼트
1106,익스펜더블3,2014-08-20,미국,롯데쇼핑㈜롯데엔터테인먼트
1107,아메리칸셰프,2015-01-07,미국,(주)영화사 진진
1108,히든카드,2013-09-26,미국,이십세기폭스코리아(주)
1109,달빛궁궐,2016-09-07,한국,(주)넥스트엔터테인먼트월드(NEW)
1110,짱구는못말려극장판정면승부로봇아빠의역습,2015-04-23,일본,(주)이수C&E
1111,다운사이징,2018-01-11,미국,롯데쇼핑㈜롯데엔터테인먼트
1112,비정규직특수요원,2017-03-16,한국,(주)스톰픽쳐스코리아/(주)이수C&E
1113,워킹걸,2015-01-07,한국,메가박스중앙(주)플러스엠
1114,레고배트맨무비,2017-02-09,미국,워너브러더스 코리아(주)
1115,미스컨덕트,2016-03-30,미국,(주)박수엔터테인먼트/㈜코리아스크린
1116,서울역,2016-08-17,한국,(주)넥스트엔터테인먼트월드(NEW)
1117,크레이지,2010-04-08,미국/아랍에미리트연합국정부,(주)넥스트엔터테인먼트월드(NEW)
1118,웨딩드레스,2010-01-14,한국,(주)싸이더스
1119,원피스극장판스트롱월드,2010-02-11,일본,투니버스(주)온미디어
1120,13시간,2016-03-03,미국,롯데쇼핑㈜롯데엔터테인먼트
1121,철의여인,2012-02-23,영국,필라멘트픽쳐스
1122,안나카레니나,2013-03-21,미국,유니버설픽쳐스인터내셔널 코리아(유)
1123,헬프,2011-11-03,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
1124,지슬끝나지않은세월2,2013-03-21,한국,(주)영화사 진진
1125,장난감이살아있다,2016-09-07,스페인/아르헨티나,㈜코리아스크린/와이드 릴리즈(주)
1126,우먼인골드,2015-07-09,미국/영국,(주)팝엔터테인먼트
1127,은밀한유혹,2015-06-04,한국,씨제이이앤엠(주)
1128,가시,2014-04-10,한국,(주)인벤트스톤
1129,극장판또봇로봇군단의습격,2017-04-27,한국,씨제이이앤엠(주)
1130,마담프루스트의비밀정원,2014-07-24,프랑스,찬란
1131,극장판아이엠스타꿈의오디션,2016-02-11,일본,씨제이이앤엠(주)
1132,나를기억해,2018-04-19,한국,씨네그루(주)키다리이엔티
1133,화장,2015-04-09,한국,(주)리틀빅픽쳐스
1134,아르고,2012-10-31,미국,워너브러더스 코리아(주)
1135,500일의썸머,2010-01-21,미국,(주)팝엔터테인먼트/이십세기폭스코리아(주)
1136,블루재스민,2013-09-25,미국,(주)인벤트스톤
1137,가버나움,2019-01-24,기타,그린나래미디어(주)/플레이리스트(주)
1138,플로렌스,2016-08-24,영국,(주)이수C&E
1139,액트오브밸러최정예특수부대,2012-02-29,미국,씨너스엔터테인먼트(주)
1140,나이트메어,2010-05-20,미국,워너브러더스 코리아(주)
1141,빅샤크매직체인지,2018-06-27,중국,와이드 릴리즈(주)
1142,극장판도라에몽진구와철인군단날아라천사들,2011-07-28,일본,에이원엔터테인먼트
1143,데이브레이커스,2010-03-18,미국,(주)성원아이컴
1144,더포스트,2018-02-28,미국,CGV아트하우스
1145,독전익스텐디드컷,2018-07-18,한국,(주)넥스트엔터테인먼트월드(NEW)
1146,극장판파워레인저엔진포스vs와일드스피릿,2010-01-07,일본,씨제이엔터테인먼트
1147,5050,2011-11-24,미국,롯데쇼핑㈜롯데엔터테인먼트
1148,더퍼지,2013-11-06,미국,유니버설픽쳐스인터내셔널 코리아(유)
1149,극장판에그엔젤코코밍푸르밍과두근두근코코밍세계,2017-09-07,일본,씨제이이앤엠(주)
1150,파이터,2011-03-10,미국,(주)시너지하우스 (시너지)
1151,워터디바이너,2015-01-28,미국/터키/호주,롯데쇼핑㈜롯데엔터테인먼트
1152,링컨,2013-03-14,미국,이십세기폭스코리아(주)
1153,제5침공,2016-02-25,미국,유니버설픽쳐스인터내셔널 코리아(유)
1154,제인에어,2011-04-20,영국,(주)시너지하우스 (시너지)
1155,극장판꼬마버스타요의에이스구출작전,2016-01-21,한국,(주)아이코닉스
1156,로빈슨크루소,2016-09-07,벨기에,(주)영화사 빅
1157,로마의휴일,2017-08-30,한국,메가박스중앙(주)플러스엠
1158,대니쉬걸,2016-02-17,미국/영국,유니버설픽쳐스인터내셔널 코리아(유)
1159,비스틀리,2011-03-17,미국,(주)넥스트엔터테인먼트월드(NEW)
1160,나의절친악당들,2015-06-25,한국,이십세기폭스코리아(주)
1161,카운슬러,2013-11-14,미국/영국,이십세기폭스코리아(주)
1162,죽이고싶은,2010-08-26,한국,롯데쇼핑㈜롯데엔터테인먼트
1163,오션월드3d,2010-08-11,영국,㈜케이디미디어
1164,리딕,2013-11-28,미국,(주)영화사 빅
1165,오늘,2011-10-27,한국,롯데쇼핑㈜롯데엔터테인먼트
1166,심야식당,2015-06-18,일본,(주)영화사 진진
1167,파라노말액티비티3,2011-10-20,미국,씨제이이앤엠(주)
1168,22블렛,2010-10-14,프랑스,㈜케이디미디어
1169,두여자,2010-11-18,한국,씨제이엔터테인먼트
1170,스트리트댄스,2010-06-16,영국,(주)시너지하우스 (시너지)
1171,자백,2016-10-13,한국,(주)엣나인필름
1172,맨홀,2014-10-08,한국,롯데쇼핑㈜롯데엔터테인먼트
1173,클로이,2010-02-25,프랑스,(주)시너지하우스 (시너지)
1174,명탐정코난에피소드원작아진명탐정,2017-02-08,일본,씨제이이앤엠(주)
1175,뮬란전사의귀환,2010-09-02,중국,(유)영화사 화수분/(주)에스비에스콘텐츠허브
1176,버틀러대통령의집사,2013-11-28,미국,(주)넥스트엔터테인먼트월드(NEW)
1177,솔로몬케인,2010-03-25,영국/체코/프랑스,(주)화앤담이엔티
1178,눈길,2017-03-01,한국,(주)엣나인필름/CGV아트하우스
1179,카페소사이어티,2016-09-14,미국,CGV아트하우스
1180,마이리틀자이언트,2016-08-10,미국,월트디즈니컴퍼니코리아(주)
1181,저수지게임,2017-09-07,한국,(주)스마일이엔티
1182,꾸뻬씨의행복여행,2014-11-27,남아프리카공화국/독일/영국/캐나다,그린나래미디어(주)
1183,삼국지명장관우,2011-05-19,홍콩,(주)넥스트엔터테인먼트월드(NEW)
1184,시간위의집,2017-04-05,한국,(주)리틀빅픽쳐스/(주)페퍼민트앤컴퍼니
1185,마이펫오지,2017-02-16,스페인/캐나다,롯데쇼핑㈜롯데엔터테인먼트
1186,러시더라이벌,2013-10-09,미국,롯데쇼핑㈜롯데엔터테인먼트
1187,마법천자문대마왕의부활을막아라,2010-08-19,한국,씨제이엔터테인먼트
1188,썬더일레븐극장판최강군단오우거의습격,2011-05-05,일본,(주)미디어데이
1189,서서평천천히평온하게,2017-04-26,한국,커넥트픽쳐스(주)
1190,애프터라이프,2010-09-02,미국,(주)시너지하우스 (시너지)
1191,그렇게아버지가된다,2013-12-19,일본,(주)티캐스트콘텐츠허브
1192,실버라이닝플레이북,2013-02-14,미국,(주)나이너스엔터테인먼트
1193,러브라이브더스쿨아이돌무비,2015-09-03,일본,(주)박수엔터테인먼트
1194,사다코3d죽음의동영상,2012-06-14,일본,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
1195,극장판도라에몽진구의비밀도구박물관,2013-07-25,일본,롯데쇼핑㈜롯데엔터테인먼트
1196,라스트위치헌터,2015-12-30,미국,TCO(주)더콘텐츠온
1197,리미트리스,2012-07-12,미국,팝엔터테인먼트
1198,퇴마무녀굴,2015-08-20,한국,씨네그루(주)다우기술
1199,헤이트풀8,2016-01-07,미국,(주)누리픽쳐스
1200,죽여주는여자,2016-10-06,한국,CGV아트하우스
1201,라스트나잇,2011-04-07,미국/프랑스,(주)싸이더스
1202,킹오브프리즘프라이드더히어로,2017-06-10,일본,(주)박수엔터테인먼트
1203,짱구는못말려극장판폭풍수면꿈꾸는세계대돌격,2017-01-25,일본,(주)넥스트엔터테인먼트월드(NEW)
1204,파리로가는길,2017-08-03,미국,(주)티캐스트
1205,아티스트,2012-02-16,미국/프랑스,(주)영화사 진진
1206,얼리맨,2018-05-03,영국,(주)이수C&E
1207,부탁하나만들어줘,2018-12-12,미국,(주)팝엔터테인먼트
1208,데블,2010-11-04,미국,유니버설픽쳐스인터내셔널 코리아(유)
1209,감바의대모험,2016-11-10,일본,(주)영화사 빅
1210,극장판소드아트온라인오디널스케일,2017-02-23,일본,(주)박수엔터테인먼트
1211,고스트라이더복수의화신,2012-02-16,미국,롯데쇼핑㈜롯데엔터테인먼트
1212,우먼인블랙,2012-02-16,영국,(주)넥스트엔터테인먼트월드(NEW)/KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
1213,정무문100대1의전설,2011-06-22,중국/홍콩,(주)싸이더스
1214,케로로더무비5기적의사차원섬,2010-04-29,일본,투니버스(주)온미디어
1215,여교사,2017-01-04,한국,필라멘트픽쳐스
1216,8인최후의결사단,2010-01-21,중국,씨제이엔터테인먼트
1217,존윅,2015-01-21,미국,(주)나이너스엔터테인먼트/(주)제이앤씨미디어그룹
1218,명탐정코난전율의악보,2019-02-14,일본,씨제이이앤엠(주)
1219,쏘우3d,2010-11-18,미국/캐나다,㈜케이디미디어
1220,최강전사미니특공대영웅의탄생,2016-02-04,한국,(주)삼지애니메이션
1221,들어는봤니모건부부,2010-01-28,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
