MOVIE_NM,OPEN_DT,NATION_NM,COMPANY_NM
에이리언커버넌트,2017-05-09,미국/호주/뉴질랜드,이십세기폭스코리아(주)
장산범,2017-08-17,한국,(주)넥스트엔터테인먼트월드(NEW)
셜록유령신부,2016-01-02,영국,메가박스중앙(주)플러스엠
소스코드,2011-05-04,미국,(주)시너지하우스 (시너지)/롯데쇼핑㈜롯데엔터테인먼트
간기남,2012-04-11,한국,(주)쇼박스
기생충,2019-05-30,한국,씨제이이앤엠(주)
육혈포강도단,2010-03-18,한국,롯데쇼핑㈜롯데엔터테인먼트
메리다와마법의숲,2012-09-27,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
심야의fm,2010-10-14,한국,롯데쇼핑㈜롯데엔터테인먼트
특별수사사형수의편지,2016-06-16,한국,(주)넥스트엔터테인먼트월드(NEW)
찌라시위험한소문,2014-02-20,한국,씨제이이앤엠(주)
토탈리콜,2012-08-15,미국/캐나다,한국소니픽쳐스릴리징브에나비스타영화㈜
결혼전야,2013-11-21,한국,씨너스엔터테인먼트(주)
레지던트이블4끝나지않은전쟁3d,2010-09-16,독일/미국/영국,한국소니픽쳐스릴리징브에나비스타영화㈜
엘리시움,2013-08-29,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
악녀,2017-06-08,한국,(주)넥스트엔터테인먼트월드(NEW)
깡철이,2013-10-02,한국,씨제이이앤엠(주)
시간이탈자,2016-04-13,한국,씨제이이앤엠(주)
r2b리턴투베이스,2012-08-15,한국,씨제이이앤엠(주)
해빙,2017-03-01,한국,롯데쇼핑㈜롯데엔터테인먼트
더웹툰예고살인,2013-06-27,한국,씨제이이앤엠(주)
생일,2019-04-03,한국,(주)넥스트엔터테인먼트월드(NEW)
바람바람바람,2018-04-05,한국,(주)넥스트엔터테인먼트월드(NEW)
나니아연대기새벽출정호의항해,2010-12-08,미국,이십세기폭스코리아(주)
빅매치,2014-11-27,한국,(주)넥스트엔터테인먼트월드(NEW)
웜바디스,2013-03-14,미국,씨제이이앤엠(주)
당신거기있어줄래요,2016-12-14,한국,롯데쇼핑㈜롯데엔터테인먼트
동주,2016-02-17,한국,메가박스중앙(주)플러스엠
돈의맛,2012-05-17,한국/필리핀,(주)시너지하우스 (시너지)/롯데쇼핑㈜롯데엔터테인먼트
워크래프트전쟁의서막,2016-06-09,미국,유니버설픽쳐스인터내셔널 코리아(유)
장수상회,2015-04-09,한국,씨제이이앤엠(주)
가문의영광5가문의귀환,2012-12-19,한국,롯데쇼핑㈜롯데엔터테인먼트
슬로우비디오,2014-10-02,한국,이십세기폭스코리아(주)
스타트렉비욘드,2016-08-17,미국,롯데쇼핑㈜롯데엔터테인먼트
항거유관순이야기,2019-02-27,한국,롯데컬처웍스(주)롯데엔터테인먼트
미씽사라진여자,2016-11-30,한국,메가박스중앙(주)플러스엠
잃어버린세계를찾아서2신비의섬,2012-01-19,미국,워너브러더스 코리아(주)
용서는없다,2010-01-07,한국,(주)시네마서비스
고령화가족,2013-05-09,한국,씨제이이앤엠(주)
김종욱찾기,2010-12-08,한국/인도,씨제이엔터테인먼트
하루,2017-06-15,한국,CGV아트하우스
헝거게임캣칭파이어,2013-11-21,미국,롯데쇼핑㈜롯데엔터테인먼트
챔피언,2018-05-01,한국,워너브러더스 코리아(주)
성난변호사,2015-10-08,한국,씨제이이앤엠(주)
특수본,2011-11-24,한국,(주)시너지하우스 (시너지)/롯데쇼핑㈜롯데엔터테인먼트
라이트아웃,2016-08-24,미국,워너브러더스 코리아(주)
회사원,2012-10-11,한국,(주)쇼박스
간신,2015-05-21,한국,롯데쇼핑㈜롯데엔터테인먼트
박물관이살아있다비밀의무덤,2015-01-14,미국/영국,이십세기폭스코리아(주)
베스트셀러,2010-04-15,한국,(주)시너지하우스 (시너지)
마루밑아리에티,2010-09-09,일본,씨제이엔터테인먼트
퍼시픽림업라이징,2018-03-21,미국,유니버설픽쳐스인터내셔널 코리아(유)
가디언즈,2012-11-29,미국,씨제이이앤엠(주)
더울버린,2013-07-25,미국,이십세기폭스코리아(주)
몬스터호텔3,2018-08-08,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
오빠생각,2016-01-21,한국,(주)넥스트엔터테인먼트월드(NEW)
날보러와요,2016-04-07,한국,메가박스중앙(주)플러스엠
수상한고객들,2011-04-14,한국,씨제이이앤엠(주)
그놈이다,2015-10-28,한국,CGV아트하우스
동창생,2013-11-06,한국,(주)쇼박스
슈퍼배드,2010-09-16,미국,유니버설픽쳐스인터내셔널 코리아(유)
점박이한반도의공룡3d,2012-01-26,한국,씨제이이앤엠(주)
파괴된사나이,2010-07-01,한국,(주)시너지하우스 (시너지)
지오스톰,2017-10-19,미국,워너브러더스 코리아(주)
오직그대만,2011-10-20,한국,(주)쇼박스
개구쟁이스머프,2011-08-11,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
로그원스타워즈스토리,2016-12-28,미국,월트디즈니컴퍼니코리아 유한책임회사
본레거시,2012-09-06,미국,유니버설픽쳐스인터내셔널 코리아(유)
더넌,2018-09-19,미국,워너브러더스 코리아(주)
심장이뛴다,2011-01-05,한국,롯데쇼핑㈜롯데엔터테인먼트
셔터아일랜드,2010-03-18,미국,씨제이엔터테인먼트
라푼젤,2011-02-10,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
스카이스크래퍼,2018-07-11,미국,유니버설픽쳐스인터내셔널 코리아(유)
맨인더다크,2016-10-05,미국,유니버설픽쳐스인터내셔널 코리아(유)
염력,2018-01-31,한국,(주)넥스트엔터테인먼트월드(NEW)
방가방가,2010-09-30,한국,(주)시너지하우스 (시너지)
방황하는칼날,2014-04-10,한국,씨제이이앤엠(주)
시체가돌아왔다,2012-03-29,한국,씨제이이앤엠(주)
미쓰와이프,2015-08-13,한국,메가박스중앙(주)플러스엠
파퍼씨네펭귄들,2011-09-07,미국,이십세기폭스코리아(주)
로보캅,2014-02-13,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
원더풀라디오,2012-01-05,한국,(주)쇼박스
돈크라이마미,2012-11-22,한국,(주)에스비에스콘텐츠허브
에픽숲속의전설,2013-08-07,미국,이십세기폭스코리아(주)
고산자대동여지도,2016-09-07,한국,씨제이이앤엠(주)
우리는형제입니다,2014-10-23,한국,(주)쇼박스
프로메테우스,2012-06-06,미국,이십세기폭스코리아(주)
전국노래자랑,2013-05-01,한국,롯데쇼핑㈜롯데엔터테인먼트
스타워즈라스트제다이,2017-12-14,미국,월트디즈니컴퍼니코리아 유한책임회사
잭더자이언트킬러,2013-02-28,미국,워너브러더스 코리아(주)
허삼관,2015-01-14,한국,(주)넥스트엔터테인먼트월드(NEW)
스텝업4레볼루션,2012-08-15,미국,롯데쇼핑㈜롯데엔터테인먼트
불한당나쁜놈들의세상,2017-05-17,한국,씨제이이앤엠(주)
새미의어드벤쳐,2010-12-15,벨기에,씨제이엔터테인먼트
월터의상상은현실이된다,2013-12-31,미국,글뫼 주식회사/이십세기폭스코리아(주)
크루즈패밀리,2013-05-16,미국,씨제이이앤엠(주)
미비포유,2016-06-01,미국,워너브러더스 코리아(주)
평행이론,2010-02-18,한국,씨제이엔터테인먼트
어스,2019-03-27,미국,유니버설픽쳐스인터내셔널 코리아(유)
뽀로로극장판슈퍼썰매대모험,2013-01-23,한국,씨제이이앤엠(주)
애나벨,2014-10-02,미국,워너브러더스 코리아(주)
슈퍼배드2,2013-09-12,미국,유니버설픽쳐스인터내셔널 코리아(유)
매그니피센트7,2016-09-14,미국,유니버설픽쳐스인터내셔널 코리아(유)
갓오브이집트,2016-03-03,미국,(주)시네마서비스/(주)나이너스엔터테인먼트
주먹왕랄프,2012-12-19,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
투어리스트,2010-12-09,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
썬더와마법저택,2013-12-24,벨기에,씨제이이앤엠(주)
월요일이사라졌다,2018-02-22,영국/미국/프랑스/벨기에,(주)스마일이엔티
점쟁이들,2012-10-03,한국,(주)넥스트엔터테인먼트월드(NEW)
인랑,2018-07-25,한국,워너브러더스 코리아(주)
타이탄의분노,2012-03-29,미국,워너브러더스 코리아(주)
그것,2017-09-06,미국,워너브러더스 코리아(주)
몬스터호텔,2013-01-17,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
메가마인드,2011-01-13,미국,씨제이엔터테인먼트
극장판헬로카봇백악기시대,2018-08-01,한국,(주)넥스트엔터테인먼트월드(NEW)
디스민즈워,2012-02-29,미국,이십세기폭스코리아(주)
스카이라인,2010-11-24,미국,(주)화앤담이엔티
고두번째이야기교생실습,2010-07-28,한국,(주)넥스트엔터테인먼트월드(NEW)
열한시,2013-11-28,한국,씨제이이앤엠(주)
몬스터대학교,2013-09-12,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
개구쟁이스머프2,2013-08-01,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
미확인동영상절대클릭금지,2012-05-30,한국,(주)쇼박스
오리엔트특급살인,2017-11-29,미국,이십세기폭스코리아(주)
레전드오브타잔,2016-06-29,미국,워너브러더스 코리아(주)
살인의뢰,2015-03-12,한국,씨네그루(주)다우기술
헝거게임모킹제이,2014-11-20,미국,롯데쇼핑㈜롯데엔터테인먼트
좋아해줘,2016-02-17,한국,씨제이이앤엠(주)
만추,2011-02-17,한국/미국/홍콩,씨제이엔터테인먼트
대립군,2017-05-31,한국,이십세기폭스코리아(주)
존카터바숨전쟁의서막,2012-03-08,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
체포왕,2011-05-04,한국,롯데쇼핑㈜롯데엔터테인먼트
손님,2015-07-09,한국,씨제이이앤엠(주)
인시디어스3,2015-07-09,미국,유니버설픽쳐스인터내셔널 코리아(유)
뽀로로극장판공룡섬대모험,2017-12-07,한국,(주)넥스트엔터테인먼트월드(NEW)
남쪽으로튀어,2013-02-06,한국,롯데쇼핑㈜롯데엔터테인먼트
베이비드라이버,2017-09-14,영국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
브리짓존스의베이비,2016-09-28,미국,유니버설픽쳐스인터내셔널 코리아(유)
틴틴유니콘호의비밀,2011-12-07,미국/뉴질랜드/벨기에,롯데쇼핑㈜롯데엔터테인먼트
하트오브더씨,2015-12-03,미국,워너브러더스 코리아(주)
헝거게임더파이널,2015-11-18,미국,롯데쇼핑㈜롯데엔터테인먼트
킹스스피치,2011-03-17,영국/호주,(주)화앤담이엔티
하늘에서음식이내린다면2,2013-11-21,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
카트,2014-11-13,한국,(주)리틀빅픽쳐스
a특공대,2010-06-10,미국,이십세기폭스코리아(주)
화이트저주의멜로디,2011-06-09,한국,씨제이이앤엠(주)
상의원,2014-12-24,한국,(주)쇼박스/(주)와우픽쳐스
잭리처,2013-01-17,미국,씨제이이앤엠(주)
관능의법칙,2014-02-13,한국,롯데쇼핑㈜롯데엔터테인먼트
그랜드부다페스트호텔,2014-03-20,미국/독일,(주)피터팬픽쳐스/이십세기폭스코리아(주)
푸른소금,2011-08-31,한국/필리핀,씨제이이앤엠(주)
나는왕이로소이다,2012-08-08,한국,롯데쇼핑㈜롯데엔터테인먼트
상류사회,2018-08-29,한국,롯데컬처웍스(주)롯데엔터테인먼트
레슬러,2018-05-09,한국,롯데쇼핑㈜롯데엔터테인먼트
토르마법망치의전설,2012-02-09,아이슬란드,롯데쇼핑㈜롯데엔터테인먼트/(주)스마일이엔티
레지던트이블파멸의날,2017-01-25,미국/독일/호주/캐나다/프랑스,유니버설픽쳐스인터내셔널 코리아(유)
공각기동대고스트인더쉘,2017-03-29,미국,롯데쇼핑㈜롯데엔터테인먼트
뽀로로극장판보물섬대모험,2019-04-25,한국,(주)넥스트엔터테인먼트월드(NEW)
리오2,2014-05-01,미국,이십세기폭스코리아(주)
스플릿,2016-11-09,한국,오퍼스픽쳐스(유)
안녕헤이즐,2014-08-13,미국,이십세기폭스코리아(주)
주유소습격사건2,2010-01-21,한국,(주)시네마서비스
런던해즈폴른,2016-03-10,미국/영국,메가박스중앙(주)플러스엠
더파이브,2013-11-14,한국,씨제이이앤엠(주)
스파이더맨뉴유니버스,2018-12-12,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
물괴,2018-09-12,한국,롯데컬처웍스(주)롯데엔터테인먼트/씨네그루(주)키다리이엔티
미쓰백,2018-10-11,한국,(주)리틀빅픽쳐스
신데렐라,2015-03-19,미국,월트디즈니컴퍼니코리아(주)
풍산개,2011-06-23,한국,(주)넥스트엔터테인먼트월드(NEW)
고질라,2014-05-15,미국,워너브러더스 코리아(주)
마음이2,2010-07-21,한국/중국,롯데쇼핑㈜롯데엔터테인먼트
국가대표2,2016-08-10,한국,메가박스중앙(주)플러스엠
내깡패같은애인,2010-05-20,한국,롯데쇼핑㈜롯데엔터테인먼트
트랜센던스,2014-05-14,미국,롯데쇼핑㈜롯데엔터테인먼트
통증,2011-09-07,한국,롯데쇼핑㈜롯데엔터테인먼트
인페르노,2016-10-19,미국/일본/터키/헝가리,유니버설픽쳐스인터내셔널 코리아(유)
스텝업3d,2010-08-05,미국,(주)화앤담이엔티
픽셀,2015-07-16,미국,유니버설픽쳐스인터내셔널 코리아(유)
앵그리버드더무비,2016-05-19,미국/핀란드,유니버설픽쳐스인터내셔널 코리아(유)
신비아파트금빛도깨비와비밀의동굴,2018-07-25,한국,씨제이이앤엠(주)
트롤,2017-02-16,미국,씨제이이앤엠(주)
고양이죽음을보는두개의눈,2011-07-07,한국,(주)넥스트엔터테인먼트월드(NEW)
패신저스,2017-01-04,미국,유니버설픽쳐스인터내셔널 코리아(유)
퍼스트맨,2018-10-18,미국,유니버설픽쳐스인터내셔널 코리아(유)
하늘에서음식이내린다면,2010-02-11,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
삼총사3d,2011-10-12,독일/영국/프랑스,롯데쇼핑㈜롯데엔터테인먼트
열정같은소리하고있네,2015-11-25,한국,(주)넥스트엔터테인먼트월드(NEW)
아이엠넘버포,2011-02-24,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
엔더스게임,2013-12-31,미국,롯데쇼핑㈜롯데엔터테인먼트
그날의분위기,2016-01-14,한국,(주)쇼박스
오션스,2010-07-28,프랑스,롯데쇼핑㈜롯데엔터테인먼트
아빠는딸,2017-04-12,한국,메가박스중앙(주)플러스엠
사냥,2016-06-29,한국,롯데쇼핑㈜롯데엔터테인먼트
리오,2011-07-27,미국,이십세기폭스코리아(주)
명탐정코난침묵의15분,2011-08-03,일본,(주)미디어데이
머니볼,2011-11-17,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
스노우화이트앤더헌츠맨,2012-05-30,미국,유니버설픽쳐스인터내셔널 코리아(유)
널기다리며,2016-03-10,한국,(주)넥스트엔터테인먼트월드(NEW)
플랜맨,2014-01-09,한국,롯데쇼핑㈜롯데엔터테인먼트
컨택트,2017-02-02,미국,유니버설픽쳐스인터내셔널 코리아(유)
조선마술사,2015-12-30,한국,롯데쇼핑㈜롯데엔터테인먼트
명탐정코난천공의난파선,2010-07-21,일본,에이원엔터테인먼트
설리허드슨강의기적,2016-09-28,미국,워너브러더스 코리아(주)
더임파서블,2013-01-17,스페인/미국,롯데쇼핑㈜롯데엔터테인먼트
아더크리스마스,2011-11-25,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
눈의여왕2트롤의마법거울,2014-12-24,러시아,씨네그루(주)다우기술
인타임,2011-10-27,미국,이십세기폭스코리아(주)
특종량첸살인기,2015-10-22,한국,롯데쇼핑㈜롯데엔터테인먼트
잭리처네버고백,2016-11-30,미국,롯데쇼핑㈜롯데엔터테인먼트
미쓰go,2012-06-21,한국,(주)넥스트엔터테인먼트월드(NEW)
서부전선,2015-09-24,한국,롯데쇼핑㈜롯데엔터테인먼트
그린존,2010-03-25,미국,(주)싸이더스
헝거게임판엠의불꽃,2012-04-05,미국,롯데쇼핑㈜롯데엔터테인먼트
이층의악당,2010-11-24,한국,(주)싸이더스
피에타,2012-09-06,한국,(주)넥스트엔터테인먼트월드(NEW)
다이노소어어드벤처3d,2013-12-19,미국/영국,이십세기폭스코리아(주)
반가운살인자,2010-04-08,한국,롯데쇼핑㈜롯데엔터테인먼트
우는남자,2014-06-04,한국,씨제이이앤엠(주)
콜롬비아나,2011-08-31,미국/프랑스,(주)시너지하우스 (시너지)/롯데쇼핑㈜롯데엔터테인먼트
타잔3d,2014-01-09,독일,(주)싸이더스
레터스투줄리엣,2010-10-06,미국,(주)넥스트엔터테인먼트월드(NEW)
황제를위하여,2014-06-11,한국,유나이티드픽처스(주)
